1451556000;-0.007233333
1451556060;-0.007200000
1451556120;-0.007216667
1451556180;-0.007666667
1451556240;-0.007650000
1451556300;-0.007666667
1451556360;-0.007650000
1451556420;-0.007650000
1451556480;-0.007700000
1451556540;-0.007666667
1451556600;-0.007716667
1451556660;-0.007733333
1451556720;-0.007600000
1451556780;-0.007550000
1451556840;-0.007583333
1451556900;-0.007550000
1451556960;-0.007566667
1451557020;-0.007550000
1451557080;-0.007566667
1451557140;-0.007566667
1451557200;-0.007600000
1451557260;-0.007566667
1451557320;-0.007333333
1451557380;-0.007333333
1451557440;-0.007350000
1451557500;-0.007350000
1451557560;-0.007400000
1451557620;-0.007333333
1451557680;-0.007300000
1451557740;-0.007266667
1451557800;-0.007533333
1451557860;-0.007600000
1451557920;-0.007950000
1451557980;-0.008083333
1451558040;-0.008100000
1451558100;-0.008116667
1451558160;-0.008100000
1451558220;-0.008133333
1451558280;-0.008116667
1451558340;-0.008100000
1451558400;-0.008050000
1451558460;-0.007683333
1451558520;-0.007600000
1451558580;-0.007500000
1451558640;-0.007433333
1451558700;-0.007433333
1451558760;-0.007450000
1451558820;-0.007416667
1451558880;-0.007350000
1451558940;-0.007366667
1451559000;-0.007216667
1451559060;-0.007133333
1451559120;-0.007133333
1451559180;-0.007100000
1451559240;-0.007116667
1451559300;-0.007066667
1451559360;-0.007050000
1451559420;-0.007083333
1451559480;-0.007233333
1451559540;-0.007333333
1451559600;-0.007350000
1451559660;-0.007316667
1451559720;-0.007316667
1451559780;-0.007333333
1451559840;-0.007316667
1451559900;-0.007316667
1451559960;-0.007333333
1451560020;-0.007366667
1451560080;-0.007316667
1451560140;-0.007150000
1451560200;-0.007383333
1451560260;-0.007400000
1451560320;-0.007350000
1451560380;-0.007366667
1451560440;-0.007350000
1451560500;-0.007366667
1451560560;-0.007550000
1451560620;-0.007750000
1451560680;-0.007750000
1451560740;-0.007516667
1451560800;-0.007316667
1451560860;-0.007333333
1451560920;-0.007316667
1451560980;-0.007283333
1451561040;-0.007366667
1451561100;-0.007316667
1451561160;-0.007366667
1451561220;-0.007350000
1451561280;-0.007350000
1451561340;-0.007216667
1451561400;-0.007033333
1451561460;-0.007033333
1451561520;-0.007016667
1451561580;-0.007050000
1451561640;-0.007033333
1451561700;-0.007033333
1451561760;-0.007016667
1451561820;-0.007250000
1451561880;-0.007366667
1451561940;-0.007383333
1451562000;-0.007433333
1451562060;-0.007350000
1451562120;-0.007566667
1451562180;-0.007583333
1451562240;-0.007550000
1451562300;-0.007533333
1451562360;-0.007550000
1451562420;-0.007383333
1451562480;-0.007266667
1451562540;-0.007283333
1451562600;-0.007516667
1451562660;-0.007550000
1451562720;-0.008500000
1451562780;-0.008766667
1451562840;-0.008750000
1451562900;-0.009050000
1451562960;-0.009150000
1451563020;-0.008116667
1451563080;-0.007983333
1451563140;-0.007916667
1451563200;-0.007483333
1451563260;-0.007483333
1451563320;-0.008500000
1451563380;-0.008500000
1451563440;-0.007450000
1451563500;-0.007316667
1451563560;-0.007083333
1451563620;-0.007083333
1451563680;-0.007116667
1451563740;-0.008216667
1451563800;-0.008350000
1451563860;-0.008300000
1451563920;-0.008316667
1451563980;-0.008000000
1451564040;-0.007550000
1451564100;-0.007483333
1451564160;-0.007550000
1451564220;-0.007883333
1451564280;-0.008150000
1451564340;-0.007600000
1451564400;-0.007583333
1451564460;-0.007550000
1451564520;-0.007583333
1451564580;-0.007600000
1451564640;-0.007366667
1451564700;-0.007383333
1451564760;-0.007333333
1451564820;-0.007350000
1451564880;-0.007383333
1451564940;-0.007366667
1451565000;-0.007333333
1451565060;-0.007316667
1451565120;-0.007466667
1451565180;-0.007516667
1451565240;-0.007533333
1451565300;-0.007916667
1451565360;-0.007950000
1451565420;-0.007983333
1451565480;-0.007983333
1451565540;-0.007900000
1451565600;-0.007900000
1451565660;-0.007933333
1451565720;-0.007800000
1451565780;-0.007533333
1451565840;-0.007350000
1451565900;-0.007250000
1451565960;-0.007216667
1451566020;-0.007183333
1451566080;-0.007200000
1451566140;-0.007200000
1451566200;-0.007200000
1451566260;-0.007466667
1451566320;-0.007500000
1451566380;-0.007466667
1451566440;-0.007483333
1451566500;-0.007500000
1451566560;-0.007500000
1451566620;-0.007533333
1451566680;-0.007350000
1451566740;-0.007383333
1451566800;-0.007450000
1451566860;-0.007466667
1451566920;-0.007433333
1451566980;-0.007400000
1451567040;-0.007400000
1451567100;-0.007366667
1451567160;-0.007433333
1451567220;-0.007466667
1451567280;-0.007283333
1451567340;-0.007200000
1451567400;-0.007183333
1451567460;-0.007166667
1451567520;-0.007233333
1451567580;-0.007283333
1451567640;-0.007216667
1451567700;-0.007450000
1451567760;-0.007650000
1451567820;-0.007800000
1451567880;-0.007750000
1451567940;-0.007783333
1451568000;-0.007750000
1451568060;-0.007733333
1451568120;-0.007750000
1451568180;-0.007766667
1451568240;-0.007533333
1451568300;-0.007316667
1451568360;-0.007300000
1451568420;-0.007316667
1451568480;-0.007300000
1451568540;-0.007366667
1451568600;-0.007333333
1451568660;-0.007350000
1451568720;-0.007183333
1451568780;-0.007200000
1451568840;-0.007100000
1451568900;-0.007116667
1451568960;-0.007150000
1451569020;-0.007133333
1451569080;-0.007166667
1451569140;-0.007166667
1451569200;-0.007400000
1451569260;-0.007433333
1451569320;-0.007450000
1451569380;-0.007433333
1451569440;-0.007400000
1451569500;-0.007583333
1451569560;-0.007600000
1451569620;-0.007650000
1451569680;-0.007633333
1451569740;-0.007633333
1451569800;-0.007333333
1451569860;-0.007300000
1451569920;-0.007333333
1451569980;-0.007316667
1451570040;-0.007350000
1451570100;-0.007366667
1451570160;-0.007350000
1451570220;-0.007450000
1451570280;-0.007933333
1451570340;-0.008083333
1451570400;-0.008100000
1451570460;-0.008016667
1451570520;-0.008116667
